P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_MASS,P_MASS_ORIGIN,P_RADIUS,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,S_NAME,S_TYPE,S_MAG,S_DISTANCE,S_TEMPERATURE,S_MASS,S_RADIUS,S_METALLICITY,S_AGE,S_LOG_LUM,S_LOG_G,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_TYPE,S_TYPE_TEMP,S_LUMINOSITY,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,HABITABILITY
Kepler-1823 b,Transit,Kepler,2021,5.0,M-R relationship,2.086,21.103399,0.1528,0.0,89.91,,Kepler-1823,,13.477,724.971,6000.0,1.07,1.13,0.06,1.88,0.287,4.36,1.5482028,2.3969319,1.1490565,0.55084206,0.0025552732,0.1528,0.1528,0.1528,0.1528,82.937949,768.75514,868.18813,Superterran,F,1.936422,3.7571952,3.0384334,0.40648614,0,0,Hot,0,0.26625774,0
Kepler-1829 b,Transit,Kepler,2021,6.71,M-R relationship,2.479,5.1867199,0.0559,0.0,88.44,,Kepler-1829,,15.218,679.921,5230.0,0.87,0.78,0.0,4.4,-0.394,4.59,1.6452163,2.7067366,1.0918663,0.44044627,0.001104752,0.0559,0.0559,0.0559,0.0559,129.17438,858.8035,969.8836,Superterran,K,0.40364539,1.7153935,0.75541231,0.43715961,0,0,Hot,0,0.24163437,0
Kepler-1867 b,Transit,Kepler,2021,1.65,M-R relationship,1.16,9.8873596,0.0872,0.0,88.68,,Kepler-1867,,13.549,680.583,5693.0,0.91,0.82,-0.24,0.5,0.219,4.57,1.1926499,1.4224138,1.2262188,1.0570852,0.0010636104,0.0872,0.0872,0.0872,0.0872,217.75445,978.56903,1105.1399,Terran,G,1.65577,3.4742716,1.698807,0.30884006,0,0,Hot,0,0.29740297,0
Kepler-1918 b,Transit,Kepler,2021,5.89,M-R relationship,2.298,47.0564,0.2524,0.0,89.71,,Kepler-1918,,15.533,1030.11,5889.0,0.97,0.92,-0.16,,-0.308,4.49,1.6009679,2.5630983,1.1153605,0.48536139,0.0046059843,0.2524,0.2524,0.2524,0.2524,7.7236271,424.67338,479.60185,Superterran,G,0.49203954,1.8939293,2.4301138,0.45667619,0,0,Hot,0,0.38806243,0
Kepler-1927 b,Transit,Kepler,2021,11.5,M-R relationship,3.406,73.750397,0.3859,0.0,89.83,,Kepler-1927,,13.312,1091.0,6056.0,1.41,2.48,0.14,,0.774,3.8,1.8374968,3.3763946,0.99130787,0.29104752,0.0077699747,0.3859,0.3859,0.3859,0.3859,39.907125,640.26877,,Neptunian,F,5.9429216,6.5820892,3.6675618,0.51731789,0,0,Hot,0,0.22449883,0
Kepler-1931 b,Transit,Kepler,2021,7.53,M-R relationship,2.653,38.576099,0.2356,0.0,89.94,,Kepler-1931,,12.671,620.091,6167.0,1.17,1.22,0.12,,0.474,4.33,1.6847244,2.8382963,1.0698441,0.40325822,0.0043835931,0.2356,0.2356,0.2356,0.2356,53.659847,689.46475,,Neptunian,F,2.9785164,4.6597623,4.1704744,0.48612327,0,0,Hot,0,0.24736479,0
Kepler-1968 b,Transit,Kepler,2021,2.86,M-R relationship,1.5,7.2810998,0.0696,0.0,89.72,,Kepler-1968,,16.303,750.93,5008.0,0.84,0.79,0.18,,-0.65,4.57,1.380821,1.9066667,1.2711111,0.84740741,0.0010473457,0.0696,0.0696,0.0696,0.0696,46.214847,664.19422,750.103,Terran,K,0.22387211,1.2775084,0.50987754,0.43528886,0,0,Hot,0,0.30823588,0
Kepler-501 c,Transit,Kepler,2021,3.47,M-R relationship,1.681,3.6227601,0.0467,0.0,89.96,,Kepler-501,,14.886,1125.24,5794.0,1.03,1.22,0.14,0.3,0.216,4.28,1.4367489,2.0642475,1.2279878,0.73051028,0.00070027111,0.0467,0.0467,0.0467,0.0467,753.99113,1334.8771,1507.5339,Superterran,G,1.6443717,3.4622926,2.1058814,0.29559071,0,0,Hot,0,0.27225354,0
Kepler-511 b,Transit,Kepler,2016,33.1,M-R relationship,6.35,296.63786,0.8589,0.0,89.81,,Kepler-511,,12.711,651.999,5770.0,1.0,1.2,0.01,7.94,0.498,4.28,2.2831116,5.2125984,0.82088164,0.1292727,0.027584843,0.8589,0.8589,0.8589,0.8589,4.2669229,366.12418,,Neptunian,G,3.1477483,4.7903116,2.0010042,0.50527552,0,0,Hot,0,0.32377429,0
Kepler-511 c,Transit,Kepler,2021,16.5,M-R relationship,4.21,26.629499,0.1722,0.0,89.97,,Kepler-511,,12.711,651.999,5866.0,0.96,1.42,-0.2,7.94,0.498,4.12,1.979707,3.9192399,0.93093584,0.2211249,0.0044451795,0.1722,0.1722,0.1722,0.1722,106.15335,817.67955,,Neptunian,G,3.1477483,4.7903116,2.3279076,0.49844663,0,0,Hot,0,0.18066307,0
Kepler-529 c,Transit,Kepler,2016,4.66,M-R relationship,2.0,12.834502,0.1075,0.0,83.97,,Kepler-529,,13.779,799.008,6087.0,1.07,1.14,-0.1,3.98,0.207,4.35,1.5264338,2.33,1.165,0.5825,0.0017560131,0.1075,0.1075,0.1075,0.1075,139.37442,875.27692,988.48774,Superterran,F,1.6106456,3.4266028,3.5282714,0.46060991,0,0,Hot,0,0.26419471,0
Kepler-589 c,Transit,Kepler,2021,1.45,M-R relationship,1.117,3.5246601,0.0426,0.0,71.95,,Kepler-589,,14.775,612.803,5372.0,0.83,0.92,-0.02,14.0,-0.347,4.43,1.1393507,1.29812,1.1621486,1.0404195,0.00051320572,0.0426,0.0426,0.0426,0.0426,247.84537,1010.7527,1141.4863,Terran,G,0.44977985,1.810772,0.94911554,0.52192193,0,0,Hot,0,0.29748852,0
Kepler-1944 b,Transit,Kepler,2021,8.05,M-R relationship,2.76,9.8425798,0.0918,0.0,89.71,,Kepler-1944,,15.582,1076.48,5585.0,1.06,0.97,0.48,,-0.083,4.49,1.7078251,2.9166667,1.0567633,0.38288525,0.0018049199,0.0918,0.0918,0.0918,0.0918,98.019986,801.54585,,Neptunian,G,0.82603795,2.453939,1.4847436,0.47038459,0,0,Hot,0,0.23217329,0
ups Leo b,Radial Velocity,Okayama Astrophysical Observatory,2021,162.09249,Msini,14.2,385.2,1.18,0.32,,131.0,ups Leo,G9 III,4.3049,52.5973,4836.0,1.48,11.22,-0.2,,1.8,2.46,3.3786039,11.414964,0.80387071,0.056610613,0.038401061,1.240416,0.8024,1.5576,1.1956375,47.829359,656.5986,,Jovian,G,63.095734,21.446862,0.45827666,0.52574082,0,0,Hot,0,0.085146248,0
HD 99283 b,Radial Velocity,Okayama Astrophysical Observatory,2021,308.29355,Msini,13.8,310.4,1.08,0.2,,291.0,HD 99283,K0 III,5.72916,111.093,4886.0,1.76,11.21,-0.16,,1.81,2.57,4.7265328,22.340112,1.6188487,0.11730788,0.048355912,1.1016,0.864,1.296,1.0854722,56.495892,693.09114,,Jovian,K,64.565423,21.695205,0.52907505,0.5570002,0,0,Hot,0,0.083585522,0
Kepler-1708 b,Transit,Kepler,2021,1462.0107,Mass,9.96,737.1131,1.64,0.4,,,Kepler-1708,,15.823,1666.69,6157.0,1.09,1.12,0.0,3.16,0.182,4.37,12.115619,146.78822,14.737773,1.4796961,0.10854797,1.7712,0.984,2.296,1.6746647,0.61684019,218.59276,,Jovian,F,1.5205475,3.329383,4.0037887,0.44597945,1,1,Warm,0,0.39812963,0
OGLE-2019-BLG-0960L b,Microlensing,OGLE,2021,2.5,Mass,1.39,,1.9,,,,OGLE-2019-BLG-0960L,,,980.0,,0.5,,,,,,1.3411045,1.7985612,1.2939289,0.93088409,0.032498415,1.9,1.9,1.9,1.9,,,,Terran,,,,,0.366163,0,0,,0,,0
HD 10975 b,Radial Velocity,Okayama Astrophysical Observatory,2021,143.02278,Msini,14.3,283.8,0.95,0.442,,135.0,HD 10975,K0 III,5.94188,116.506,4840.0,1.41,11.16,-0.21,,1.79,2.48,3.1625295,10.001593,0.6994121,0.048909937,0.024728916,1.0427979,0.5301,1.3699,0.97484065,76.164581,722.99101,,Jovian,K,61.6595,21.201362,0.45404407,0.51731789,0,0,Hot,0,0.07683046,0
HIP 5763 b,Radial Velocity,Cerro Tololo Inter-American Observatory,2021,162.09249,Msini,14.2,30.014,0.17,0.054,,271.08,HIP 5763,K6 V,9.82,31.9043,4352.0,0.72,0.75,,,-0.74,4.52,3.3786039,11.414964,0.80387071,0.056610613,0.00978593,0.17024786,0.16082,0.17918,0.17006202,6.3057432,403.45587,,Jovian,K,0.18197009,1.1517647,0.15692672,0.41348709,0,0,Hot,0,0.19950526,0
Kepler-1705 b,Transit,Kepler,2014,4.47,Mass,2.03,9.03502,0.08,0.033,88.79,35.0,Kepler-1705,,15.8,1633.49,6312.0,1.14,1.26,-0.2,2.59,0.354,4.3,1.4839038,2.2019704,1.0847145,0.53434212,0.0012202138,0.08004356,0.07736,0.08264,0.080010894,353.22922,1104.1426,1246.9555,Superterran,F,2.2594358,4.0584833,5.3041063,0.43793509,0,0,Hot,0,0.25693377,0
KMT-2021-BLG-0912L b,Microlensing,KMTNet,2022,2.81,Mass,1.49,,3.14,,,,KMT-2021-BLG-0912L,K,,5560.0,,0.8,,,,,,1.3732829,1.885906,1.2657088,0.84946896,0.047744169,3.14,3.14,3.14,3.14,,,,Terran,K,,,,0.42826685,0,0,,0,,0
KMT-2017-BLG-2509L b,Microlensing,KMTNet,2021,664.26137,Mass,13.4,,2.14,,,,KMT-2017-BLG-2509L,,,7040.0,,0.46,,,,,,7.0407204,49.571744,3.6993839,0.27607342,0.24195025,2.14,2.14,2.14,2.14,,,,Jovian,,,,,0.35612604,0,0,,0,,0
OGLE-2017-BLG-1099L b,Microlensing,OGLE,2021,959.84179,Mass,13.1,,2.73,,,,OGLE-2017-BLG-1099L,,,7250.0,,0.45,,,,,,8.5598111,73.270366,5.5931577,0.4269586,0.3515148,2.73,2.73,2.73,2.73,,,,Jovian,,,,,0.35352649,0,0,,0,,0
OGLE-2019-BLG-0299L b,Microlensing,OGLE,2021,1976.8927,Mass,12.7,,2.8,,,,OGLE-2019-BLG-0299L,,,5830.0,,0.59,,,,,,12.476411,155.66084,12.256759,0.96509915,0.41910255,2.8,2.8,2.8,2.8,,,,Jovian,,,,,0.38693243,0,0,,0,,0
KMT-2018-BLG-1988L b,Microlensing,KMTNet,2022,5.56,Mass,2.22,,3.09,,,,KMT-2018-BLG-1988L,,,4150.0,,0.47,,,,,,1.5825626,2.5045045,1.1281552,0.50817801,0.070426489,3.09,3.09,3.09,3.09,,,,Superterran,,,,,0.35868819,0,0,,0,,0
K2-372 b,Transit,K2,2022,8.98,M-R relationship,2.945,9.844077,0.085133254,,,,K2-372,,13.589,463.88,5479.0,0.85,0.92,-0.064,,-0.122,4.44,1.7462062,3.049236,1.0353942,0.35157699,0.0018685452,0.085133254,0.085133254,0.085133254,0.085133254,104.18412,813.86073,,Neptunian,G,0.75509223,2.3461932,1.1497427,0.43700939,0,0,Hot,0,0.223659,0
K2-384 b,Transit,K2,2022,1.26,M-R relationship,1.076,2.231527,0.023089561,,,,K2-384,M4 V,16.12,82.6603,3623.0,0.33,0.35,0.068,,-1.87,4.87,1.0821293,1.1710037,1.0882934,1.0114251,0.00036098275,0.023089561,0.023089561,0.023089561,0.023089561,25.302805,571.33638,645.23466,Terran,M,0.013489629,0.31359113,0.034580987,0.31880303,0,0,Hot,0,0.34614725,0
K2-368 b,Transit,K2,2022,2.34,M-R relationship,1.332,5.025598,0.05215811,,,,K2-368,,13.581,206.608,4663.0,0.75,0.66,-0.25,,-0.693,4.67,1.325427,1.7567568,1.3188865,0.990155,0.0007623574,0.05215811,0.05215811,0.05215811,0.05215811,74.534324,748.4948,845.30726,Terran,K,0.20276827,1.2158045,0.27142458,0.419152,0,0,Hot,0,0.30429411,0
K2-379 b,Transit,K2,2022,5.4,M-R relationship,2.181,8.777247,0.079173763,,,,K2-379,,13.265,182.207,4603.0,0.86,0.75,-0.045,,-0.633,4.62,1.5735083,2.4759285,1.1352263,0.52050723,0.0014610496,0.079173763,0.079173763,0.079173763,0.079173763,37.139617,628.86738,710.20688,Superterran,K,0.23280913,1.302758,0.25626807,0.43871647,0,0,Hot,0,0.28037819,0
K2-365 b,Transit,K2,2022,8.78,M-R relationship,2.906,23.448172,0.15003303,,89.004,,K2-365,,11.372,187.222,5561.0,0.82,1.05,-0.021,,-0.014,4.31,1.7381988,3.0213352,1.0396886,0.3577731,0.0033077474,0.15003303,0.15003303,0.15003303,0.15003303,43.015628,652.38847,,Neptunian,G,0.96827786,2.65683,1.3079184,0.4318064,0,0,Hot,0,0.24194334,0
K2-368 c,Transit,K2,2022,2.42,M-R relationship,1.361,9.660186,0.080634396,,,,K2-368,,13.581,206.608,4663.0,0.75,0.66,-0.25,,-0.693,4.67,1.3334558,1.7781043,1.306469,0.95993315,0.0011918555,0.080634396,0.080634396,0.080634396,0.080634396,31.185975,601.99037,679.85352,Terran,K,0.20276827,1.2158045,0.27142458,0.419152,0,0,Hot,0,0.32807653,0
K2-384 c,Transit,K2,2022,1.82,M-R relationship,1.191,4.194766,0.03516841,,,,K2-384,M4 V,16.12,82.6603,3623.0,0.33,0.35,0.068,,-1.87,4.87,1.2361746,1.5281276,1.2830627,1.0772986,0.00062152289,0.03516841,0.03516841,0.03516841,0.03516841,10.906729,462.93855,522.81634,Terran,M,0.013489629,0.31359113,0.034580987,0.31880303,0,0,Hot,0,0.40844712,0
K2-387 b,Transit,K2,2022,42.2,M-R relationship,7.322,28.735327,0.15219906,,,,K2-387,,16.147,266.318,3572.0,0.57,0.59,0.126,,-1.239,4.66,2.4007192,5.7634526,0.78714185,0.10750367,0.0063925836,0.15219906,0.15219906,0.15219906,0.15219906,2.4898665,319.99539,,Neptunian,M,0.057676646,0.64843099,0.038010683,0.38250996,0,0,Hot,0,0.38381931,0
LkCa 15 b,Imaging,Large Binocular Telescope Observatory,2015,,Msini,,,14.7,,50.0,,LkCa 15,,12.025,158.152,4194.0,,1.61,0.26,0.001,-0.192,3.65,,,,,,14.7,14.7,14.7,14.7,0.0029741669,59.489599,,,K,0.64268772,2.1645308,,,0,0,Cold,0,,0
K2-375 b,Transit,K2,2022,5.66,M-R relationship,2.243,14.453895,0.12056989,,87.972,,K2-375,,13.164,696.1,5822.0,1.12,1.54,-0.091,,0.396,4.11,1.5885233,2.5234062,1.1250139,0.5015666,0.0020696183,0.12056989,0.12056989,0.12056989,0.12056989,171.2073,921.46804,1040.6534,Superterran,G,2.4888573,4.2595504,2.2722292,0.47909739,0,0,Hot,0,0.25039477,0
EPIC 206317286 c,Transit,K2,2022,5.03,M-R relationship,2.094,17.515472,0.12401766,,,,EPIC 206317286,,14.005,314.35,4752.0,0.83,0.76,0.019,,-0.593,4.6,1.5498714,2.4021012,1.1471353,0.54782009,0.0022616847,0.12401766,0.12401766,0.12401766,0.12401766,16.597129,514.17144,580.67585,Superterran,K,0.25527013,1.3641551,0.3271342,0.43355463,0,0,Hot,0,0.32522901,0
K2-373 b,Transit,K2,2022,4.9,M-R relationship,2.061,11.02066,0.1018124,,,,K2-373,,10.47,229.567,6138.0,1.16,1.49,0.049,,0.432,4.16,1.5419101,2.3774867,1.1535598,0.55970876,0.0016462607,0.1018124,0.1018124,0.1018124,0.1018124,260.85471,1023.7629,1156.1793,Superterran,F,2.7039584,4.4398037,3.9564475,0.48473434,0,0,Hot,0,0.25672104,0
K2-377 b,Transit,K2,2022,3.51,M-R relationship,1.693,12.832235,0.10038044,,,,K2-377,,14.107,195.149,4200.0,0.82,0.69,-0.008,,-0.818,4.67,1.439876,2.0732428,1.224597,0.72332961,0.0016302921,0.10038044,0.10038044,0.10038044,0.10038044,15.090438,502.0826,567.0234,Superterran,K,0.15205475,1.0528434,0.12621591,0.4318064,0,0,Hot,0,0.35460258,0
K2-367 b,Transit,K2,2022,6.41,M-R relationship,2.413,20.645099,0.13437715,,,,K2-367,,13.794,176.965,4348.0,0.76,0.62,-0.351,,-0.854,4.73,1.6298602,2.6564443,1.1008886,0.45623234,0.0027360592,0.13437715,0.13437715,0.13437715,0.13437715,7.7508464,425.04704,480.02384,Superterran,K,0.13995873,1.0100986,0.15868631,0.42100668,0,0,Hot,0,0.38091338,0
K2-383 b,Transit,K2,2022,3.07,M-R relationship,1.564,1.865962,0.03023756,,85.255,,K2-383,,12.689,203.788,5129.0,1.06,0.8,0.187,,-0.397,4.66,1.4010409,1.9629156,1.2550611,0.80246875,0.00043113124,0.03023756,0.03023756,0.03023756,0.03023756,438.43631,1165.6719,1316.4433,Terran,K,0.40086672,1.709479,0.67829979,0.47038459,0,0,Hot,0,0.27913095,0
K2-384 e,Transit,K2,2022,2.37,M-R relationship,1.345,9.715043,0.061561717,,,,K2-384,M4 V,16.12,82.6603,3623.0,0.33,0.35,0.068,,-1.87,4.87,1.3274343,1.7620818,1.310098,0.97405054,0.0011880666,0.061561717,0.061561717,0.061561717,0.061561717,3.5594144,349.90033,395.15744,Terran,M,0.013489629,0.31359113,0.034580987,0.31880303,0,0,Hot,0,0.58966149,0
K2-385 b,Transit,K2,2022,2.98,M-R relationship,1.539,2.380867,0.034053414,,,,K2-385,,14.645,420.819,4844.0,0.93,0.76,-0.224,,-0.519,4.64,1.391518,1.9363223,1.2581691,0.8175238,0.00050217723,0.034053414,0.034053414,0.034053414,0.034053414,261.02294,1023.9279,1156.3657,Terran,K,0.30269134,1.4854696,0.39795786,0.45031054,0,0,Hot,0,0.28241422,0
K2-380 b,Transit,K2,2022,7.89,M-R relationship,2.729,9.401312,0.086865428,,,,K2-380,,11.688,249.303,5911.0,0.99,1.32,-0.049,,0.202,4.19,1.7003438,2.8911689,1.0594243,0.38820971,0.001735586,0.086865428,0.086865428,0.086865428,0.086865428,211.01147,970.90386,,Neptunian,G,1.5922087,3.4069343,2.5409476,0.45979353,0,0,Hot,0,0.22662894,0
K2-384 f,Transit,K2,2022,5.57,M-R relationship,2.222,13.62749,0.077142105,,,,K2-384,M4 V,16.12,82.6603,3623.0,0.33,0.35,0.068,,-1.87,4.87,1.5832721,2.5067507,1.1281506,0.50771855,0.0019793556,0.077142105,0.077142105,0.077142105,0.077142105,2.26682,312.5748,353.00412,Superterran,M,0.013489629,0.31359113,0.034580987,0.31880303,0,0,Hot,0,0.61645068,0
K2-368 d,Transit,K2,2022,4.45,M-R relationship,1.948,20.201085,0.13186002,,,,K2-368,,13.581,206.608,4663.0,0.75,0.66,-0.25,,-0.693,4.67,1.5114213,2.2843943,1.172687,0.60199537,0.0023878001,0.13186002,0.13186002,0.13186002,0.13186002,11.662018,470.75305,531.64159,Superterran,K,0.20276827,1.2158045,0.27142458,0.419152,0,0,Hot,0,0.36264083,0
K2-394 b,Transit,K2,2022,3.51,M-R relationship,1.692,5.095717,0.045365622,,,,K2-394,,12.768,98.0152,4938.0,0.48,0.63,-0.388,,-0.858,4.52,1.4403014,2.0744681,1.226045,0.72461286,0.00088077993,0.045365622,0.045365622,0.045365622,0.045365622,67.382367,729.85447,824.25594,Superterran,K,0.13867558,1.0054576,0.37516726,0.36121425,0,0,Hot,0,0.28991566,0
K2-384 d,Transit,K2,2022,2.52,M-R relationship,1.392,6.679582,0.047956457,,,,K2-384,M4 V,16.12,82.6603,3623.0,0.33,0.35,0.068,,-1.87,4.87,1.3454906,1.8103448,1.3005351,0.93429244,0.00094462886,0.047956457,0.047956457,0.047956457,0.047956457,5.8655104,396.43881,447.71534,Terran,M,0.013489629,0.31359113,0.034580987,0.31880303,0,0,Hot,0,0.48565754,0
HD 150010 b,Radial Velocity,Bohyunsan Optical Astronomical Observatory,2022,762.78818,Msini,13.3,562.0,1.4,0.2,,137.0,HD 150010,K2 III,6.2893,144.49,4153.0,1.3,16.2,-0.25,4.9,1.982,2.1,7.573143,57.352495,4.3122176,0.32422689,0.093790058,1.428,1.12,1.68,1.4070936,49.958376,672.10668,,Jovian,K,95.940063,26.44623,0.13575517,0.50882913,0,0,Hot,0,0.088165183,0
OGLE-2005-BLG-071L b,Microlensing,OGLE,2005,1200.0,Mass,13.0,,3.6,,,,OGLE-2005-BLG-071L,,,3200.0,,0.46,,,,,,9.6076892,92.307692,7.1005917,0.54619936,0.49571138,3.6,3.6,3.6,3.6,,,,Jovian,,,,,0.35612604,0,0,,0,,0
AB Aur b,Imaging,Subaru Telescope,2022,2860.4557,Mass,12.5,,93.9,0.4,42.6,,AB Aur,,7.076,162.127,9770.0,2.4,2.96,,0.003,1.771,3.77,15.127341,228.83645,18.306916,1.4645533,5.9750758,101.412,56.34,131.46,95.884766,0.0073034687,72.106581,,Jovian,A,59.020108,20.742627,2584.9785,0.18189277,0,0,Cold,0,0.07889747,0
CoRoTID 223977153 b,Transit,CoRoT,2017,47.6745,Mass,6.389,6.71837,0.071,,89.0,,CoRoTID 223977153,G0 VI,13.626,576.683,5970.0,1.08,0.79,0.0,,-0.155,4.67,2.7316599,7.4619659,1.1679396,0.18280475,0.0025099461,0.071,0.071,0.071,0.071,138.82999,874.42091,,Neptunian,G,0.699842,2.2587271,2.8947619,0.47332457,0,0,Hot,0,0.13295998,0
Kepler-196 b,Transit,Kepler,2014,4.27,M-R relationship,1.9,20.739886,0.138,0.0,88.68,,Kepler-196,,14.239,451.312,5128.0,0.85,0.78,-0.02,3.98,-0.393,4.57,1.4991226,2.2473684,1.1828255,0.62253973,0.002364108,0.138,0.138,0.138,0.138,21.244271,546.90282,617.6408,Superterran,K,0.40457589,1.7173696,0.62909067,0.42659097,0,0,Hot,0,0.32008227,0
Kepler-1960 b,Transit,Kepler,2021,2.26,M-R relationship,1.307,2.29794,0.0354,0.0,89.01,,Kepler-1960,,15.181,1527.56,6371.0,1.12,1.07,-0.18,,0.271,4.43,1.3149718,1.7291507,1.3229921,1.0122358,0.0004474577,0.0354,0.0354,0.0354,0.0354,1489.3387,1582.5159,1787.203,Terran,F,1.8663797,3.6886187,5.8354037,0.47909739,0,0,Hot,0,0.28760043,0
HD 83443 c,Radial Velocity,Multiple Observatories,2022,476.74261,Mass,13.6,8241.0,8.0,0.76,,118.2,HD 83443,K0 V,8.23,40.8991,5442.0,1.0,0.94,0.34,2.64,-0.104,4.39,5.9206928,35.054604,2.5775444,0.18952532,0.15003104,10.3104,1.92,14.08,8.7327146,0.018921609,81.194213,,Jovian,K,0.78704579,2.3953212,1.1389937,0.42055761,0,0,Cold,0,0.085699426,0
Ross 508 b,Radial Velocity,Subaru Telescope,2022,4.0,Msini,1.83,10.77,0.05366,0.33,,-37.0,Ross 508,M4.5 V,14.18,11.2103,3071.0,0.18,0.21,-0.2,,-2.445,5.04,1.4784425,2.1857923,1.194422,0.65268964,0.0010110514,0.056581787,0.0359522,0.0713678,0.054417973,1.320491,267.28743,301.85915,Superterran,M,0.0035892193,0.16175725,0.010945437,0.26048054,1,0,Warm,2,0.77077072,1
Kepler-305 b,Transit,Kepler,2013,10.5,Mass,3.6,5.487,0.0571,0.0,84.98,,Kepler-305,,15.851,868.477,5117.0,0.76,0.8,0.03,4.37,-0.423,4.51,1.7078251,2.9166667,0.81018519,0.22505144,0.0013705028,0.0571,0.0571,0.0571,0.0571,115.80513,835.66393,,Neptunian,K,0.37757219,1.6590664,0.59470854,0.4174229,0,0,Hot,0,0.19827724,0
Kepler-305 c,Transit,Kepler,2013,6.0,Mass,3.3,8.291,0.0752,0.0,83.45,,Kepler-305,,15.851,868.477,5117.0,0.76,0.8,0.03,4.37,-0.423,4.51,1.3483997,1.8181818,0.55096419,0.16695884,0.0014977833,0.0752,0.0752,0.0752,0.0752,66.767378,728.18342,,Neptunian,K,0.37757219,1.6590664,0.59470854,0.4174229,0,0,Hot,0,0.21643567,0
Kepler-324 c,Transit,Kepler,2014,10.1,M-R relationship,3.15,51.805612,0.26,0.0,89.75,,Kepler-324,,14.222,501.574,5194.0,0.87,0.84,0.03,0.8,-0.308,4.53,1.7906282,3.2063492,1.0178886,0.32313925,0.0058887887,0.26,0.26,0.26,0.26,7.2786914,418.42058,,Neptunian,K,0.49203954,1.8939293,0.71010702,0.32903815,0,0,Hot,0,0.35054116,0
MOA-2020-BLG-135L b,Microlensing,MOA,2022,11.3,Mass,3.37,,1.11,,,,MOA-2020-BLG-135L,,,7900.0,,0.23,,,,,,1.8311515,3.3531157,0.99498983,0.29524921,0.040665405,1.11,1.11,1.11,1.11,,,,Neptunian,,,,,0.28265743,0,0,,0,,0
OGLE-2006-BLG-284L A b,Microlensing,OGLE,2020,144.0,Mass,14.3,,2.17,,,,OGLE-2006-BLG-284L A,,,4000.0,,0.35,,,,,,3.1733153,10.06993,0.70419091,0.04924412,0.1614395,2.17,2.17,2.17,2.17,,,,Jovian,,,,,0.32511759,0,0,,0,,0
OGLE-2017-BLG-1806L b,Microlensing,OGLE,2023,5.27,Mass,2.15,,1.75,,,,OGLE-2017-BLG-1806L,,,6400.0,,0.38,,,,,,1.565619,2.4511628,1.1400757,0.53026778,0.04205642,1.75,1.75,1.75,1.75,,,,Superterran,,,,,0.33415322,0,0,,0,,0
OGLE-2019-BLG-1492L b,Microlensing,OGLE,2022,37.1,Mass,6.79,,2.7,,,,OGLE-2019-BLG-1492L,,,5600.0,,0.68,,,,,,2.3375024,5.4639175,0.80470067,0.11851262,0.1024324,2.7,2.7,2.7,2.7,,,,Neptunian,,,,,0.40568358,0,0,,0,,0
Wolf 1069 b,Radial Velocity,Calar Alto Observatory,2023,1.26,Msini,1.08,15.564,0.0672,,,,Wolf 1069,M5.0 V,13.993,9.58341,3158.0,0.17,0.18,0.07,,-2.531,4.93,1.0801234,1.1666667,1.0802469,1.0002286,0.0013105745,0.0672,0.0672,0.0672,0.0672,0.65202081,228.91016,258.51806,Terran,M,0.0029444216,0.14650882,0.012470126,0.25556464,1,1,Warm,1,0.84859348,1
KMT-2019-BLG-0953L b,Microlensing,KMTNet,2022,15.5,Mass,4.06,,1.1,,,,KMT-2019-BLG-0953L,,,7200.0,,0.28,,,,,,1.9539022,3.817734,0.94032857,0.23160802,0.041934277,1.1,1.1,1.1,1.1,,,,Neptunian,,,,,0.30181244,0,0,,0,,0
KMT-2021-BLG-1253L b,Microlensing,KMTNet,2022,19.05,Mass,4.59,,1.52,,,,KMT-2021-BLG-1253L,,,6640.0,,0.24,,,,,,2.0372351,4.1503268,0.90421063,0.19699578,0.065341648,1.52,1.52,1.52,1.52,,,,Neptunian,,,,,0.28669593,0,0,,0,,0
OGLE-2018-BLG-0506L b,Microlensing,OGLE,2022,16.3,Mass,4.18,,3.0,,,,OGLE-2018-BLG-0506L,,,5600.0,,0.63,,,,,,1.9747206,3.8995215,0.93289989,0.22318179,0.088754188,3.0,3.0,3.0,3.0,,,,Neptunian,,,,,0.39548618,0,0,,0,,0
OGLE-2018-BLG-0516L b,Microlensing,OGLE,2022,20.1,Mass,4.73,,2.2,,,,OGLE-2018-BLG-0516L,,,7000.0,,0.47,,,,,,2.0614246,4.2494715,0.89840834,0.18993834,0.076955677,2.2,2.2,2.2,2.2,,,,Neptunian,,,,,0.35868819,0,0,,0,,0
OGLE-2019-BLG-1053L b,Microlensing,KMTNet,2021,2.48,Mass,1.38,,3.4,,,,OGLE-2019-BLG-1053L,,,6800.0,,0.61,,,,,,1.3405601,1.7971014,1.3022474,0.94365756,0.054279784,3.4,3.4,3.4,3.4,,,,Terran,,,,,0.39125605,0,0,,0,,0
